MATRÍCULA ESTABLECIMIENTO,NOMBRE ESTABLECIMIENTO,DIRECCIÓN,MUNICIPIO,TELÉFONO ESTABLECIMIENTO 1,TELÉFONO ESTABLECIMIENTO 2,TELÉFONO ESTABLECIMIENTO 3,EMAIL ESTABLECIMIENTO,CÓDIGO CIIU 1,DESCRIPCION CÓDIGO CIIU 1,CÓDIGO CIIU 2,DESCRIPCION CÓDIGO CIIU 2,CÓDIGO CIIU 3,DESCRIPCION CÓDIGO CIIU 3,CÓDIGO CIIU 4,DESCRIPCION CÓDIGO CIIU 4,MATRICULA MERCANTIL / NRO ESAL DEL PROPIETARIO,NOMBRE / RAZÓN SOCIAL PROPIETARIO,REPRESENTANTE LEGAL
734925-2,HOSPEDAJE LOS NARANJOS 2 ,Carrera 48 No. 60 53,MEDELLÍN,3167176630.0,3012798764.0,,hospedajelosnaranjos116@gmail.com,5519,Otros tipos de alojamiento para visitantes,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,666122-1,ARANGO OCAMPO GABRIEL ANGEL,
763839-2,HOTEL BOTERO REAL,CALLE 51 # 52 - 17,MEDELLÍN,3218074776.0,,,residenciasboteroreal@gmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",5590.0,Otros tipos de alojamiento n.c.p.,746937-1,PEREZ PEREZ ADRIANA MARIA,
734900-2,MYNT REDUX,CARRERA 43 B 11 12 INTERIOR 301,MEDELLÍN,3017799988.0,,,sharky123b@gmail.com,5511,Alojamiento en hoteles,,,,,,,711387-12,ECO HOLDINGS S.A.S,MORDECHAI COHEN
761052-2,EL CAMINO DEL AGUA,VEREDA LA SALADA,JARDIN,3147985178.0,,,dejesuscova@gmail.com,5514,Alojamiento rural,,,,,,,743230-1,CORREA VARGAS SANDRO DE JESUS,
735720-2,HOTEL ECONOMICO LA 80,CARRERA 80 19 A 61,MEDELLÍN,3006744233.0,,,ryrlopezsas@gmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,,R Y R LOPEZ S.A.S.,
764039-2,HOSPEDAJE MIRANDA,CALLE 60 # 43 - 30,MEDELLÍN,3104471764.0,,,nicorozco1024@gmail.com,5590,Otros tipos de alojamiento n.c.p.,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,,,747165-1,OROZCO LOAIZA NICOLAS ,
726668-2,APARTAMENTO 202 EDIFICIO PAZ,CARRERA 36 10 A 07,MEDELLÍN,3046520060.0,,,inversioneshenaog@gmail.com,5519,Otros tipos de alojamiento para visitantes,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,,,688587-12,INVERSIONES HENAO GUERRA S.A.S,PABLO HENAO NAVAS
764014-2,HOTEL GRAN DALLAS,CARRERA 45 # 45 - 05,MEDELLÍN,3113697836.0,,,doraosoval@gmail.com,5530,Servicio de estancia por horas,5590.0,Otros tipos de alojamiento n.c.p.,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,747142-1,OSORIO VALENCIA MARIA DORALBA,
736161-2,CLASS SUITES 503,DIAGONAL 29 D 9 SUR 79 APTO 503,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
736154-2,MANILA LUXURY 301,CALLE 12 NO. 43 D 109 APTO 301,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
736202-2,PRODUCCIONES AKALIA S.A.S.,CARRERA 98 37 EE 26,MEDELLÍN,3108912780.0,4904444.0,,oupegui1965@gmail.com,9007,Actividades de espectáculos musicales en vivo,5512.0,Alojamiento en apartahoteles,,,,,712919-12,PRODUCCIONES AKALIA S.A.S,OSCAR HUMBERTO UPEGUI VELASQUEZ
735938-2,GUACAMAYAS TOUR MEDELLIN,CALLE 23 71 A 100 301,MEDELLÍN,3113392192.0,,,johnjairouran@gmail.com,7912,Actividades de operadores turísticos,5519.0,Otros tipos de alojamiento para visitantes,7990.0,Otros servicios de reserva y actividades relacionadas,,,712596-1,URAN ESPINOSA JOHN JAIRO,
735830-2,LEAH CALLA SURGICAL TOURISM COLOMBIA S.A.S.,Circular 74 A No. 39 34,MEDELLÍN,3044978426.0,,,claradlunacolombia@gmail.com,4921,Transporte de pasajeros,5511.0,Alojamiento en hoteles,8790.0,Otras actividades de atención en instituciones con alojamiento,8692.0,Actividades de apoyo terapéutico,712472-12,LEAH CALLA SURGICAL TOURISM COLOMBIA S.A.S.,LUIS MIGUEL CARDONA SALAZAR
736612-2,PINAR ALTO 203,CALLE 16 NO. 43 B 44 APTO 203,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
734387-2,"CENTRO DE EVENTOS Y CONVENCIONES EL CASTILLO DE SANTA MARTA S.A.S.
",LOTE 22 PARCELACIÓN,GIRARDOTA,3205672233.0,,,elcastillodesantamarta@gmail.com,9007,Actividades de espectáculos musicales en vivo,5621.0,Catering para eventos,9329.0,Otras actividades recreativas y de esparcimiento n.c.p.,5511.0,Alojamiento en hoteles,710802-12,CENTRO DE EVENTOS Y CONVENCIONES EL CASTILLO DE SANTA MARTA S.A.S.,ANGELA DEL SOCORRO JIMENEZ YEPES
763641-2,HOTEL RIO DE ORO GOMEZ PLATA SAS,CARRERA 50 # 50 - 14 - IN 301 Y 401,GÓMEZ PLATA,3135718740.0,3103612458.0,3128337436.0,hotelriodeorogomezplata@gmail.com,5511,Alojamiento en hoteles,5629.0,Actividades de otros servicios de comidas,4769.0,Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados,8551.0,Formación para el trabajo,746728-12,HOTEL RIO DE ORO GOMEZ PLATA SAS,CIRO HERNAN DE JESUS GONZALEZ DUQUE
736887-2,HOTEL SAN ANGEL SANTA FE ,CALLE 9 1 110,MEDELLÍN,3545436.0,3006080026.0,,contabilidad@plasticgroup.com.co,5511,Alojamiento en hoteles,,,,,,,667239-12,GRUPO HOTELERO BL STYLE S.A.S,LINA MARCELA LOPEZ ESTRADA
763963-2,SQRENTACAR S.A.S.,CALLE 16 NO. 41 51,MEDELLÍN,3246661893.0,3144452547.0,,sqrentacarcolombia@hotmail.com,4921,Transporte de pasajeros,5512.0,Alojamiento en apartahoteles,,,,,747075-12,SQRENTACAR S.A.S.,JORGE IVAN ZEA QUINTERO
736166-2,CLASS 48 UNIT 2201,CARRERA 47 NO. 52 SUR 110 APTO 2201,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
736407-2,NIDO SKY ,CALLE 9 43 C 56,MEDELLÍN,3022512801.0,,,justinwinfield@gmail.com,5512,Alojamiento en apartahoteles,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,6820.0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,,611943-12,VALTERRA CAPITAL I S.A.S.,JUSTIN THOMAS WINFIELD
761316-2,ALTO TESORO 509 ,CARRERA 25 NO. 1 A SUR 155 APTO 509,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
764001-2,FINCA SAN JULIAN,VRD EL RINCON ENTRADA LOS CEDROS FINCA SAN JULIAN,SAN JERÓNIMO,3146398051.0,,,cafemartinez@gmail.com,5514,Alojamiento rural,5519.0,Otros tipos de alojamiento para visitantes,,,,,747126-1,RIVERA GIRALDO JORGE ALBERTO,
740545-2,EDIFICIO 99 TOWER,CARRERA 69 32 C 57,MEDELLÍN,3014357407.0,3006843757.0,,propiedadesyturismocolombia@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,,PROPIEDADES Y TURISMO S.A.S,
735908-2,LA SANTA MARIA FINCA HOTEL,VEREDA EL TAMBO,SAN PEDRO DE LOS MILAGROS,3004665519.0,5910630.0,,luzma1801@hotmail.es,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,5611.0,Expendio a la mesa de comidas preparadas,312.0,Pesca de agua dulce,254516-1,TORRES ECHEVERRI BEATRIZ ELENA,
736141-2,43 AVENIDA 1204,Calle 3 sur 43 a 76,MEDELLÍN,3128291989.0,,,alainv@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,712862-1,IWANOWSKI JANUSZ ALAIN,
736618-2,ART LIVING 1502,Calle 12 40 A 95 APTO 1502,MEDELLÍN,3013808999.0,,,sandra@inhouserealestate.com.co,5519,Otros tipos de alojamiento para visitantes,,,,,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
707297-2,NAUTILUS STORE,CALLE 7 80 75 APTO 2006 T2,MEDELLÍN,3168956438.0,,,carlos04232005@hotmail.com,5519,Otros tipos de alojamiento para visitantes,4791.0,Comercio al por menor realizado a través de internet,4669.0,Comercio al por mayor de otros productos n.c.p.,,,678254-1,JARAMILLO VELASQUEZ CARLOS ALBERTO,
740735-2,HOSPEDAJE CAMPESTRE EL RANCHO DE JERO,VEREDA SERRANIAS EL RANCHO DE JERO,JARDIN,3116246153.0,,,alvarojllo28@gmail.com,5514,Alojamiento rural,5619.0,Otros tipos de expendio de comidas preparadas n.c.p.,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,718528-1,JARAMILLO VELASQUEZ ALVARO DIEGO,
748070-2,ESTANCIA COUNTRY LIVING S.A.S.,CARRERA 29 E SUR 131 POBLADO,MEDELLÍN,3178008333.0,3017214998.0,,estanciasas2022@gmail.com,5514,Alojamiento rural,,,,,,,727414-12,ESTANCIA COUNTRY LIVING S.A.S.,DARIO ALONSO ARBOLEDA BARRIOS
764349-2,EDIFICIO SANTAMARTA MEDELLIN,CARRERA 79 CALLE NO. 49 A 39,MEDELLÍN,3107646806.0,3005604315.0,,rubendario102@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,747560-12,VILLAS Y EDIFICIOS SANTA MARTA S.A.S,YENNI VARGAS TOVAR
740933-2,LOFT COLOMBIA,CALLE 12 39 290,MEDELLÍN,3044020000.0,,,info@loftcolombia.com,4111,Construcción de edificios residenciales,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,4329.0,Otras instalaciones especializadas,5512.0,Alojamiento en apartahoteles,718738-12,LOFT COLOMBIA S.A.S,SEBASTIAN GARCES LOPEZ
741242-2,CELUDERM,CARRERA 39 5 A 20 APTO901,MEDELLÍN,3202817909.0,,,julianamariadiazmontoya@gmail.com,4773,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",5511.0,Alojamiento en hoteles,,,,,719097-1,DIAZ MONTOYA JULIANA MARIA,
727177-2,HOTEL MEDELLIN DE LA 33 COLOMBIA,Calle 33 No. 64 244,MEDELLÍN,3148761787.0,,,hotelmedellindela33@outlook.com,5511,Alojamiento en hoteles,,,,,,,702408-1,MORALES PIÑA PEDRO JOSE,
764460-2,CASA RIONDA,CALLE 42 # 63 C - 164,MEDELLÍN,3160500978.0,,,giraldocurrea2001@gmail.com,5512,Alojamiento en apartahoteles,,,,,,,747701-1,GIRALDO CURREA SANTIAGO ,
748474-2,ESTACION HOSTEL MED,AV 80 35 A 66,MEDELLÍN,3004905418.0,,,german3005418@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,604171-1,GIRALDO CORREA GERMAN DARIO,
748484-2,"HOTEL SAINT JOHN DEUS
",CARRERA 68 A 43 6,MEDELLÍN,3012222503.0,,,dvilem@yahoo.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,5519.0,Otros tipos de alojamiento para visitantes,,,727892-1,VILLEGAS LEMUS DOUGLAS ALBERTO,
727362-2,KEY WEST HOSTEL,CIRCULAR 3 70 76,MEDELLÍN,3008182909.0,,,andrescamilogil84@gmail.com,5519,Otros tipos de alojamiento para visitantes,5612.0,Expendio por autoservicio de comidas preparadas,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,671630-1,GIL GUTIERREZ ANDRES CAMILO,
748524-2,APARTAHOTEL SAN JOSE DE BELEN,CALLE 30 71 28 BRR BELEN ROSALES,MEDELLÍN,3206861555.0,,,hotelsanjosemed22@gmail.com,5512,Alojamiento en apartahoteles,,,,,,,727934-1,VELEZ GALLEGO ELIZABETH ,
741569-2,RESIDENCIAS UNIDAS SAHARA NUMERO 1,Carrera 53 55 35 INTERIOR 201,MEDELLÍN,3006523631.0,,,fredy.hernandez.parras@gmail.com,5530,Servicio de estancia por horas,5590.0,Otros tipos de alojamiento n.c.p.,,,,,714031-1,HERNANDEZ JHON FREDY,
762185-2,ISLA CANELA,VEREDA EL VAYO,BARBOSA,3148277724.0,,,emanuelmaroceano@hotmail.com,5514,Alojamiento rural,,,,,,,744909-1,HERRERA MONCADA EMANUEL ,
761940-2,AB HOTELES Y TURISMO SAS,CIRCULAR 5 66 B 24,MEDELLÍN,4483510.0,4440151.0,3113403020.0,tesoreria@abhoteles.co;gerencia@abhoteles.com,5511,Alojamiento en hoteles,,,,,,,744490-12,ABHOTELES Y TURISMO SAS,YULIET CRISTINA MEJÍA ORTEGA
748714-2,SAROV,CALLE 7 No 80 -75 Int. 311. Urb. Bissó,MEDELLÍN,3147126886.0,3218527428.0,,sarov.sas01@gmail.com,5511,Alojamiento en hoteles,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,,,728173-12,SAROV S.A.S.,SANDRA YANETH ROJAS ARROYAVE
748981-2,ART LIVING 704,CALLE 12 NO. 40 A 95 APTO 704,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
742338-2,HOTEL SURAMERICANA REAL,CALLE 48 65 88,MEDELLÍN,2609345.0,3167464238.0,3174326996.0,laurasanchezj89@hotmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,,,525010-1,SANCHEZ JACOME LAURA VANESSA,
761995-2,SOMOS BOLD,CALLE 14 43 B 57,MEDELLÍN,3244907830.0,,,contabilidad@thesomos.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,6820.0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,594852-12,SOMOS SOCIAL HOUSE S.A.S,JUAN CAMILO GIRALDO GIRALDO
762010-2,CASA AL ALMA,CARRERA 7 8 63,SANTAFE DE ANTIOQUIA,3104197199.0,,,gerencia@alalmacafe.com,5511,Alojamiento en hoteles,,,,,,,701937-12,DIVINA MIA S.A.S.,CARLOS ANDRES VARGAS BOTERO
748917-2,AVIATUR OVIEDO,CALLE 6 SUR 43 A 227 LOCAL 3221,MEDELLÍN,5765000.0,,,elizabethmorales@aviatur.com,7911,Actividades de las agencias de viaje,7912.0,Actividades de operadores turísticos,5511.0,Alojamiento en hoteles,8230.0,Organización de convenciones y eventos comerciales,,AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S,
748915-2,AVIATUR NA TRAVEL FLORIDA,CALLE 71 65 102 LOCAL 99425,MEDELLÍN,5765000.0,,,elizabethmorales@aviatur.com,7911,Actividades de las agencias de viaje,7912.0,Actividades de operadores turísticos,5511.0,Alojamiento en hoteles,8230.0,Organización de convenciones y eventos comerciales,,AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S,
748980-2,ART LIVING 604,CALLE 12 NO. 40 A APTO 604,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
762429-2,VELEROS DEL ESTE 2406,CALLE 26 NO. 39 70,MEDELLÍN,3126504504.0,,,escobarmejia2084@outlook.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,685012-12,RAMIREZ ESCOBAR 98 S.A.S.,ALINA MARIA ESCOBAR MEJIA
749046-2,JUAN CARLOS TOVAR AYALA,CALLE 45 A NO. 79 64,MEDELLÍN,3182923890.0,,,distrifarmajc@hotmail.com,5512,Alojamiento en apartahoteles,5519.0,Otros tipos de alojamiento para visitantes,,,,,,TOVAR AYALA JUAN CARLOS,
764487-2,INVERSIONES MM+ SAS,CARRERA 29 A NO. 8 SUR 51 APARTAMENTO 707,MEDELLÍN,3208654541.0,,,mmorapropiedadraiz@yahoo.com,5511,Alojamiento en hoteles,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,,,747731-12,INVERSIONES MM+ SAS,DIANA MARCELA MORA VASQUEZ
742419-2,HOTEL CERRO TUSA VENECIA ANTIOQUIA,CALLE 51 31 BOLIVAR,VENECIA,3112287482.0,,,grisal24@live.com,5511,Alojamiento en hoteles,,,,,,,720515-1,GRISALES TABORDA YESSICA ,
762441-2,CASA CAMPESTRE CERCA A PROVENZA - LA COLA DEL ZORRO,CALLE 6 D NO. 15 95 URB POVELKA CASA 1,MEDELLÍN,3046520060.0,3006574678.0,,inversioneshenaog@gmail.com,5519,Otros tipos de alojamiento para visitantes,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,,,688587-12,INVERSIONES HENAO GUERRA S.A.S,PABLO HENAO NAVAS
708032-2,CASA BLANCA - SAN NICOLAS,CORR SAN NICOLAS CONDOMINIO HACIENDA REMOLINOS LOTE 18,SOPETRAN,3137460814.0,3137452421.0,,surcolpipe@gmail.com,5514,Alojamiento rural,,,,,,,679163-1,GOMEZ RAIGOSA ANA CRISTINA,
762534-2,SOLUINTER GROUP S.A.S,CALLE 12 NO. 39 290 EDIFICIO VESUBIO LOCAL DOS,MEDELLÍN,3044020000.0,,,info@soluinter.com,6311,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",6820.0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5512.0,Alojamiento en apartahoteles,6201.0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",745344-12,SOLUINTER GROUP S.A.S.,SEBASTIAN GARCES LOPEZ
764821-2,C36 UNIT 802,CALLE 11 B NO. 36 B 13 APTO 802,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
743005-2,HOTEL EL ROBLE REAL,CARRERA 53 48 65,MEDELLÍN,3185648759.0,,,lilianaarogtealvernia@gmail.com,5511,Alojamiento en hoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,721229-1,CAMARGO JULIO ERIC ,
743046-2,MEDELLIN RETREAT,CALLE 94 102 535,MEDELLÍN,6043629787.0,3007469660.0,,jdgar_2000@yahoo.com,5514,Alojamiento rural,,,,,,,721277-12,GARCIA GOMEZ HERMANOS S.A.S,JUAN DAVID ALBERTO GARCÍA GÓMEZ
728059-2,"CARMONIA DEL BOSQUE
",VEREDA LA AMALIA,VENECIA,3007861119.0,,,medellin.hectours@hotmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,703421-1,CARMONA LOPEZ HECTOR FABIO,
764843-2,AT DOM TRAVEL ,CALLE 117 A # 42 B 120 TORRE 16 APARTAMENTO 602,MEDELLÍN,3014666100.0,,,atdomtravel@gmail.com,7911,Actividades de las agencias de viaje,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,748190-12,AT DOM TRAVEL SAS,FRANCISCO ARACENA FRIAS
728010-2,FOREVER WYL,CALLE 11 C 31 79 OF 302,MEDELLÍN,3104421762.0,3135658732.0,,help@standout.com.co,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,5519.0,Otros tipos de alojamiento para visitantes,7010.0,Actividades de administración empresarial,,,683862-12,STANDOUT S.A.S.,JUAN PABLO DUQUE VELASQUEZ
749337-2,EDIFICIO ALCAZABA - APTO 304,CALLE 6 32 79 SECTOR PROVENZA,MEDELLÍN,3206139335.0,,,guernicasas@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,692424-12,GUERNICA S.A.S,JUAN PABLO HERNANDEZ RUIZ
764873-2,CASA GRANADA PALERMO,CALLE 1 N NO. 10 51 PALERMO-TAMESIS,TAMESIS,3117618821.0,3186840732.0,,,4390,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,5519.0,Otros tipos de alojamiento para visitantes,5512.0,Alojamiento en apartahoteles,,,,LA BDGA SAS,
746473-2,VIP TRAVELING,Calle 143 SUR No. 50 62,MEDELLÍN,3205249966.0,,,viptraveling.sas@gmail.com,7912,Actividades de operadores turísticos,5519.0,Otros tipos de alojamiento para visitantes,4921.0,Transporte de pasajeros,,,721472-12,VIP TRAVELING S.A.S,LILIANA GABRIELA VALENCIA GALLEGO
742761-2,BLUX APARTAMENTOS AMOBLADOS 906,CALLE 12 30 126 APTO 906,MEDELLÍN,4801200.0,3113243704.0,,ana@casacol.co,5512,Alojamiento en apartahoteles,5519.0,Otros tipos de alojamiento para visitantes,,,,,477334-12,PROPIEDAD RAIZ CASACOL S.A.S.,BRADLEY H. HINKELMAN
749491-2,FEELING BY FEELIVING,CR 30 NO. 11 C - 09,MEDELLÍN,3111112.0,,,factura.feeliving@gmail.com,5511,Alojamiento en hoteles,4111.0,Construcción de edificios residenciales,4112.0,Construcción de edificios no residenciales,6820.0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,661836-12,FEELIVING S.A.S.,GUSTAVO ADOLFO ARROYAVE TANGARIFE
765151-2,"1935 MET 
",CARRERA 43 NO. 32 39 APT 1935 METROPOLITAN PH,MEDELLÍN,3123860787.0,3148756972.0,,gerencia@llerasexpresshotel.com,5511,Alojamiento en hoteles,,,,,,,281215-1,LOBO ROSO YULIETH,
749480-2,AVALON SANDRA RUIZ,AVENIDA CALLE VEREDA EL ESPINAL SANTA FE HOTEL AVALON SANDRA RUIZ,SANTAFE DE ANTIOQUIA,3157620740.0,,,sandramiru@hotmail.com,5514,Alojamiento rural,9007.0,Actividades de espectáculos musicales en vivo,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,5621.0,Catering para eventos,729108-1,RUIZ BERMUDEZ SANDRA MILENA,
743126-2,CLASS SUITE 204,DIAGONAL 29 D 9 SUR 79 SUITE 204,MEDELLÍN,3146191521.0,,,administracion@gaiaa.co,5512,Alojamiento en apartahoteles,,,,,,,721013-12,GRUPO HQ S.A.S.,JAIRO ARTURO HERNANDEZ MUÑOZ
746512-2,CEDRO NEGRO SANTA ELENA,CORREGIMIENTO SANTA ELENA VEREDA EL ROSARIO PARTE BAJA,MEDELLÍN,3044362660.0,3006466311.0,,pautobon28@gmail.com;cedronegrosantaelena@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,725541-1,TOBON ECHAVARRIA PAULA ANDREA,
762603-2,SWISS LIVING SUITES 404,"KM 17 VIA LAS PALMAS, VARIANTE AEROPUERTO SUITE 404",MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
747041-2,ESCAPE GLAMPING,VEREDA LA ALDEA KM 14,SANTO DOMINGO,3135599532.0,,,glampingescape@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,726196-1,VALENCIA VASQUEZ LISNER LUCIA,
731414-2,HOTEL PORTON COLONIAL,CALLE 34 B 65 D 30,MEDELLÍN,5017820.0,3137706792.0,,hotelportoncolonial1@gmail.com,5511,Alojamiento en hoteles,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,5611.0,Expendio a la mesa de comidas preparadas,707292-1,MENDOZA POSSO YULIANA MARCELA,
742815-2,ESTADERO VILLA CARLINA,CARRERA 51 44 16,GÓMEZ PLATA,3103780627.0,,,palaraca@gmail.com,5513,Alojamiento en centros vacacionales,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,1084.0,Elaboración de comidas y platos preparados,9329.0,Otras actividades recreativas y de esparcimiento n.c.p.,721000-1,BLANDON PEREZ LUIS ENRIQUE,
728269-2,SPICY SENSE,Carrera 82 45 C 115 AP 201,MEDELLÍN,3136948376.0,,,danijaramillodiaz@hotmail.com,5519,Otros tipos de alojamiento para visitantes,5512.0,Alojamiento en apartahoteles,,,,,703644-1,JARAMILLO DIAZ ANGIE DANIELA,
708714-2,DESCANSO LA MESETA,finca villa paula vereda la meseta municipio de Girardota Antioquia,GIRARDOTA,3117716379.0,,,maia.gj08@gmail.com,5513,Alojamiento en centros vacacionales,,,,,,,679933-1,GARCIA JARAMILLO MARIA EUGENIA,
